id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5442646,Cheap couch at Istanbul,20366937,Jon,,Sariyer,41.08719,29.04661,Shared room,100,1,0,,,1,365
5447912,Cozy little loft Apartment 2,12510074,Irem,,Beyoglu,41.032,28.97337,Entire home/apt,545,2,221,2020-10-14,3.13,18,365
5447923,Cozy little loft in Beyoglu 3,12510074,Irem,,Beyoglu,41.03045,28.97211,Entire home/apt,544,2,139,2020-03-08,1.97,18,0
5450668,Beyazıthan Suites 2,26618301,BeyazıtHan Suites,,Fatih,41.00644,28.96704,Entire home/apt,134,1,49,2020-11-26,0.96,9,283
5451782,"""Cozy Open Space Loft in Galata""",28218204,Ersan,,Beyoglu,41.02656,28.97704,Entire home/apt,666,4,9,2016-11-17,0.13,1,365
5463601,Luxury Building In Taksim For 20 People,6440444,Oytun,,Beyoglu,41.03754,28.98245,Entire home/apt,2428,1,2,2018-08-19,0.03,11,365
5493377,Terrace Studio in Taksim square,14875223,Murat,,Beyoglu,41.03719,28.98176,Hotel room,140,1,18,2020-12-29,0.26,28,357
5503376,10min.walk distance to the CevahirMall and metro,28541953,Alper,,Sisli,41.05692,28.98155,Entire home/apt,254,2,45,2020-12-04,1.46,17,363
5508047,Great Apt new SAW (Sabiha Gokcen Airport),7158712,Mehmet,,Pendik,40.9159,29.2947,Entire home/apt,170,2,17,2020-12-07,1.01,1,364
5510856,"Luxury, Clean and Sunny Flat",21157339,Lale,,Kadikoy,40.98788,29.02208,Entire home/apt,557,3,12,2020-04-12,0.39,1,355
5513272,** Five minutes walking to Hagia Sophia,21907588,Alihan,,Fatih,41.00267,28.97413,Hotel room,114,1,182,2020-12-14,2.66,67,363
5527138,"** Central, Easy Access in Sultanahmet",21907588,Alihan,,Fatih,41.00277,28.97414,Hotel room,133,1,62,2020-01-06,0.96,67,363
5527457,** Comfy Room Very Well Situated,21907588,Alihan,,Fatih,41.00274,28.97413,Hotel room,186,1,83,2020-02-16,1.21,67,363
5527534,** Million thks for over 1900reviews,21907588,Alihan,,Fatih,41.00274,28.97416,Hotel room,95,1,9,2019-01-12,0.13,67,353
5528102,** Fantastic Room with a sea view,21907588,Alihan,,Fatih,41.00277,28.97415,Hotel room,246,1,148,2020-10-25,2.14,67,352
5528217,** Sea-view room w/balcony in Sultanahmet2,21907588,Alihan,,Fatih,41.00275,28.97415,Hotel room,247,2,73,2020-09-19,1.07,67,365
5528670,Beautiful views and close to Subway,9910238,Murat,,Sisli,41.07439,29.00633,Entire home/apt,350,2,8,2019-01-10,0.27,2,364
5528967,* Beautiful twin bedded room in Sultanahmet,21907588,Alihan,,Fatih,41.00315,28.97442,Private room,155,1,67,2020-11-25,0.96,67,364
5529833,Cosy Suite Studio in Taksim square,14875223,Murat,,Beyoglu,41.03718,28.98181,Hotel room,131,1,24,2020-12-30,0.34,28,365
5529866,Very nice house in Besiktas Region,28677084,Hande Drahşan,,Besiktas,41.04504,29.01128,Entire home/apt,815,7,0,,,1,0
5530767,LuxeKingStudio neartoTaksim square,14875223,Murat,,Beyoglu,41.03719,28.98176,Entire home/apt,164,1,41,2020-12-25,0.60,28,363
5532909,back room. tiny room,26045721,Huseyin Asim,,Fatih,41.00698,28.95421,Entire home/apt,164,15,1,2016-03-06,0.02,22,350
5536207,★HUGE Galata Flat ★ W/Seaview★4BR★,2570612,Ahmet,,Beyoglu,41.02485,28.97606,Entire home/apt,1300,3,118,2019-12-08,1.67,11,365
5540200,Bioclean Exquisite Family Apartment Galata,14214082,Monica,,Beyoglu,41.0263,28.97356,Entire home/apt,416,2,82,2020-11-23,1.17,11,357
5543311,Gorgeous Duplex Villa with Terrace,6161095,Alper,,Besiktas,41.07037,29.04219,Entire home/apt,602,4,31,2020-12-01,0.55,1,1
5551051,Bilgi Üniversitesi yanında güzel ev,28375315,Kazim,,Eyup,41.06752,28.94779,Entire home/apt,238,1,6,2020-04-04,0.09,2,1
5551642,Shared Dorm Room in bed,10744883,Discovery,,Fatih,41.01378,28.97883,Shared room,91,1,2,2018-05-21,0.04,16,0
5551937,* Best Location Cozy Room,21907588,Alihan,,Fatih,41.00314,28.97441,Hotel room,92,1,123,2020-11-04,1.76,67,365
5551989,* Million thanks for over 1000reviews,21907588,Alihan,,Fatih,41.00317,28.97443,Hotel room,357,1,62,2020-11-04,0.90,67,357
5553063,SU VİP HOUSE,28792490,Ufuk,,Esenyurt,41.02453,28.62406,Entire home/apt,445,1,0,,,1,365
5554623,Antibacterial cleaning done Penthouse Galata Tower,14214082,Monica,,Beyoglu,41.02636,28.97359,Entire home/apt,715,2,62,2020-08-17,0.90,11,362
5555181,King Suite,10739456,Murat,,Sisli,41.0524,28.98934,Private room,454,1,2,2020-02-15,0.04,4,365
5557959,Female Dormitory  room in  Bed,22553766,Erenler,,Fatih,41.01388,28.97904,Shared room,136,1,4,2020-01-21,0.06,10,0
5559254,Taksim 35 minutes by Subway!,20851021,Remzi,,Sariyer,41.08511,29.05542,Private room,273,1,0,,,1,364
5559618,Residance life near by Tuyap,21898492,Dogan,,Esenyurt,41.07581,28.62316,Private room,610,4,0,,,1,365
5565277,Mekke Apart,28853665,Mekke,,Fatih,41.00804,28.95558,Private room,1038,1,0,,,1,365
5568116,"Very central, cosy, clean house in peaceful area",17323520,Sertac,,Besiktas,41.04857,29.00667,Entire home/apt,396,2,29,2018-08-07,0.41,1,365
5574192,Modern loft with a terrace in the heart of Kadikoy,15325507,Alper,,Kadikoy,40.99005,29.02755,Entire home/apt,581,2,52,2020-12-28,1.35,1,135
5576228,In the Heart of the City,27753707,Elif,,Sisli,41.04998,28.98052,Entire home/apt,439,1,0,,,1,1
5578974,Asia_Side In İstanbul,28820741,Ahmet,,Umraniye,41.00768,29.12974,Private room,368,1,0,,,1,0
5579302,central and modern,28926415,Inci,,Beyoglu,41.03428,28.98756,Entire home/apt,744,1,0,,,1,2
5592888,double room in shared local flat,28149238,Orcun,,Fatih,41.01186,28.93328,Entire home/apt,119,2,78,2020-02-12,1.18,4,1
5593037,Double or Twin Room in Old Town,28149238,Orcun,,Fatih,41.01279,28.93354,Entire home/apt,112,2,45,2020-01-01,0.69,4,365
5593120,two bedrooms apartment inFindikzade,28149238,Orcun,,Fatih,41.01249,28.94076,Entire home/apt,244,3,80,2020-11-15,1.14,4,324
5596920,LOVELY HOUSE IN PRINCES ISLANDS,825635,Merve,,Adalar,40.87927,29.09541,Entire home/apt,1190,2,26,2020-09-29,0.47,2,0
5598488,RAMONA BEŞİKTAŞ  BOSPHORUS   FLAT 12,27726017,Ismail,,Besiktas,41.04413,29.00357,Entire home/apt,347,1,127,2020-10-17,1.82,7,349
5611875,"Nice, silent and near to bars",29088710,Cennet,,Kadikoy,40.98835,29.02452,Private room,908,60,0,,,1,89
5624894,Bright Cozy Family Apart Ground Floor,15770987,Sultan,,Fatih,41.00342,28.97153,Entire home/apt,802,1,1,2015-06-07,0.01,7,365
5629165,Comfortable room at the best part of Beşiktaş,29173125,Kaan,,Besiktas,41.04452,28.99942,Private room,70,5,2,2018-10-31,0.03,1,0
5629775,Central-close to Taksim and metro,21511027,Irem,,Sisli,41.04891,28.97862,Private room,106,1,0,,,1,364
5630570,mihmandar sultanahmet apart 5.daire,27917181,Baran,,Fatih,41.00402,28.974,Private room,771,1,0,,,4,365
5630571,mihmandar sultanahmet apart 7daire,27917181,Baran,,Fatih,41.00365,28.97397,Entire home/apt,771,1,1,2015-09-21,0.02,4,365
5633399,Near to the Sabiha Gökcen,29198041,Sercan,,Pendik,40.91912,29.29775,Entire home/apt,266,1,8,2019-05-22,0.11,1,0
5636173,1 Bedroom Flat Center of Taksim,9370827,Alp,,Beyoglu,41.0324,28.98706,Entire home/apt,727,1,0,,,7,365
5640598,Cozy room in the heart of Kadıköy,23736285,Aysun,,Kadikoy,40.98652,29.02742,Private room,136,1,11,2018-07-08,0.16,1,364
5644411,Watch Bosphorus in an historic apt,24281655,Berkan,,Kadikoy,40.99557,29.02618,Private room,182,1,13,2019-07-06,0.19,1,365
5644556,Antibacterial medicated apartment at Galata Tower,14214082,Monica,,Beyoglu,41.02574,28.9742,Entire home/apt,409,2,84,2020-11-29,1.20,11,363
5647872,Traditional Istanbul House,1814882,Seda,,Besiktas,41.04686,29.0052,Private room,94,2,9,2019-10-22,0.13,1,0
5650577,Cozy & Central Flat In Caferağa,5039210,Ferhan,,Kadikoy,40.98764,29.02963,Entire home/apt,260,28,141,2020-12-30,2.04,1,122
5650784,2+1 near metro and tramvay station,22389995,Atayol Company-Istanbul,,Fatih,41.01208,28.94517,Entire home/apt,260,1,0,,,4,60
5656040,STUDIO APARTMENT ON TAKSIM SQUARE,29315458,Serifali,,Beyoglu,41.03838,28.98266,Entire home/apt,372,1,0,,,1,365
5663036,BEYLİKDÜZÜ A5Suites,4385985,Şenol,,Esenyurt,41.01632,28.64493,Entire home/apt,180,1,1,2020-01-01,0.08,1,365
5663555,2BR +Living Room in Central Kadıköy,10774883,Serdar,,Kadikoy,40.9888,29.02469,Entire home/apt,345,2,30,2020-12-12,0.44,2,353
5665579,Quadruple Room ın supPerLOCATION!!!,23018207,Ramazan,,Fatih,41.00352,28.97644,Private room,222,1,0,,,10,365
5681854,Spacious Room Near Taksim,25252122,Umut Orkun,,Fatih,41.02133,28.93205,Private room,91,7,175,2020-11-24,2.54,2,365
5683553,"Cosy, silent and seawiev studio in Galata",25336440,Selin,,Beyoglu,41.02646,28.97632,Entire home/apt,320,1,3,2020-09-25,0.63,1,365
5692253,private 2 rooms,29511166,Oguzhan,,Fatih,41.00843,28.93878,Private room,221,1,0,,,1,0
5695762,Ada Home's Studio Room,29529367,Müzeyyen,,Beyoglu,41.03318,28.9805,Private room,208,1,46,2020-12-02,0.66,16,363
5696364,Ada Home's Loft Rooom,29529367,Müzeyyen,,Beyoglu,41.03346,28.98043,Private room,245,1,93,2020-12-14,1.38,16,363
5699289,Villa Vera,28928812,Esma,,Besiktas,41.04638,29.00135,Entire home/apt,636,2,7,2015-10-30,0.10,1,0
5701245,Comfy Big Apartment in the Center,21594773,Deniz,,Sisli,41.04212,28.98329,Entire home/apt,1317,3,115,2020-08-23,1.67,7,365
5702954,Kendini Güvende Hisset.,29567573,Doğa Ve Macera,,Bakirkoy,40.9786,28.88341,Private room,100,1,0,,,1,0
5711418,single room in atasehir  monthly,11836753,Gurkan,,Atasehir,40.97855,29.11996,Private room,150,1,2,2017-01-14,0.03,1,365
5712220,"Merkezi konum, güvenli mahalle/Convenient and safe",29616454,Jana,,Besiktas,41.0453,29.01331,Entire home/apt,350,1,0,,,1,358
5713667,Lovely flat with 3 bedrooms,590357,Basak,,Besiktas,41.05622,29.00858,Entire home/apt,182,7,5,2020-10-20,0.07,1,327
5715438,Private Room 23 in Istiklal Street,29629842,Hasan,,Beyoglu,41.03403,28.97444,Private room,334,1,0,,,6,364
5715935,a lovely home in uskudar,16272809,Nihal,,Uskudar,41.02492,29.02087,Entire home/apt,700,1,0,,,1,365
5720116,SUITE ISTANBUL,2231981,Adar,,Beyoglu,41.03303,28.97829,Entire home/apt,628,5,0,,,13,365
5722878,Ada Home's Terrace Suit,29529367,Müzeyyen,,Beyoglu,41.03312,28.98039,Entire home/apt,318,1,78,2020-12-04,1.12,16,355
5724587,"CUTE VILLA, CLOSE TO SEAFRONT",29679619,Yesim,,Besiktas,41.06882,29.04153,Entire home/apt,2947,3,0,,,1,0
5727813,Private Room 33 in İstiklal Street,29629842,Hasan,,Beyoglu,41.03286,28.97533,Private room,335,1,0,,,6,365
5728002,Suit Room 22 in İstiklal Street,29629842,Hasan,,Beyoglu,41.03476,28.97516,Private room,483,1,0,,,6,1
5733293,CONTEMPORARY 3 ROOM PLACE KARAKOY,11229126,Zehra,,Beyoglu,41.02205,28.97098,Entire home/apt,489,5,111,2020-10-11,1.60,5,265
5733380,Nice Flat at Cihangir,22576583,Murat,,Beyoglu,41.03022,28.98516,Private room,364,1,0,,,2,365
5736170,2+1 @TAKSIM ALL NEW SUITES 4,29744876,Gürkan,,Beyoglu,41.0412,28.98259,Entire home/apt,400,2,9,2019-05-04,0.13,5,1
5740619,Etiler modern private apartment,14200882,Martijn,,Besiktas,41.08409,29.03075,Shared room,591,365,2,2016-04-30,0.03,1,365
5744871,Suit Room 32 in İstiklal Street,29629842,Hasan,,Beyoglu,41.03405,28.9758,Private room,482,1,0,,,6,365
5745595,Flat whit equipment 350 mt walk Taxim square,21444246,Aron,,Beyoglu,41.03752,28.9822,Entire home/apt,181,6,3,2015-08-03,0.04,7,0
5751961,Cosy Flat at the Heart of Cihangir,2680711,Ozen,,Beyoglu,41.0304,28.98544,Entire home/apt,579,1,0,,,1,0
5752092,Twin Single Bed Private Room 24,29629842,Hasan,,Beyoglu,41.03306,28.97515,Private room,335,1,0,,,6,365
5752288,Twin Single Bed Private Room 34,29629842,Hasan,,Beyoglu,41.03254,28.97522,Private room,334,1,0,,,6,365
5752772,Fantastic Modern Flat - City Center,18722084,Serdar,,Beyoglu,41.02937,28.97374,Private room,717,1,0,,,1,365
5758268,"Kadıköy, Moda: Old but charming",29746687,Dirk,,Kadikoy,40.98767,29.03084,Private room,636,5,0,,,1,365
5758345,1+1 @TAKSIM ALL NEW TERRACE SUITES,29744876,Gürkan,,Beyoglu,41.04074,28.9807,Entire home/apt,345,1,9,2018-08-31,0.13,5,362
5759897,Lovely Room With Bosphorus View,29880038,Müge,,Besiktas,41.04328,29.01346,Entire home/apt,271,1,6,2016-02-22,0.09,1,365
5760115,Cosy small room close to airport!,7295318,Yahya,,Bahcelievler,40.99452,28.83855,Private room,109,2,109,2019-04-25,1.55,1,365
5764081,ormanın yanı. Our apartment is next to the forest,29906641,Gözde,,Cekmekoy,41.05518,29.23379,Entire home/apt,400,2,0,,,1,362
5767489,Mihmandar sultanahmet apart 4.daire,27917181,Baran,,Fatih,41.0072,28.9754,Private room,634,1,2,2015-05-29,0.03,4,365
5767961,2+1 @TAKSIM ALL NEW SUITES 2,29744876,Gürkan,,Beyoglu,41.04118,28.98245,Entire home/apt,400,1,1,2015-08-04,0.02,5,362
5768028,1+1 @TAKSIM STUDIO ALL NEW SUITES,29744876,Gürkan,,Beyoglu,41.04053,28.98084,Entire home/apt,382,1,2,2019-11-30,0.03,5,362
5778431,"Old, modern and cozy in Beyoğlu",9956073,Gazi,,Beyoglu,41.03564,28.98056,Entire home/apt,593,3,1,2016-01-05,0.02,1,365
5788550,Comfortable Studio in Cihangir,10472293,Meral,,Beyoglu,41.03174,28.98223,Entire home/apt,905,1,0,,,9,0
5795073,ONE ROOM SHARE,30064091,Gülşah,,Sisli,41.10584,28.99958,Private room,454,1,0,,,1,1
5807725,old city well located -Bien situé,7246292,Semih,,Fatih,41.00887,28.94655,Entire home/apt,408,3,1,2015-04-27,0.01,1,365
5816666,Comfortable room in İstanbul,26362744,Kerem,,Uskudar,41.02352,29.02014,Private room,120,1,0,,,1,365
5823432,Cozy flat in the centre of Istanbul,29101463,Harika Nazlı,,Sisli,41.05158,28.98324,Private room,91,2,34,2019-02-05,0.64,2,0
5824485,2BR Tulip Apartment @Galata,466302,Demir,,Beyoglu,41.02591,28.97337,Entire home/apt,328,3,36,2020-09-11,0.53,10,339
5833647,Great Room  at Bagdat Ave.,184944,Canan,,Kadikoy,40.97017,29.06395,Private room,407,2,0,,,1,365
5833657,istanbul'daki odanız,30279548,Sertaç,,Fatih,41.00412,28.97182,Private room,769,1,0,,,1,0
5836670,Cozy- Bosphorus View / Istanbul,20832395,David,,Beyoglu,41.02716,28.98404,Entire home/apt,536,4,64,2020-11-19,0.93,1,0
5841971,Experience Modern Istanbul,23418665,Lale,,Beyoglu,41.03318,28.9877,Entire home/apt,864,2,11,2019-07-15,0.16,1,364
5843274,Meydan Suites Vintage Triple,30337716,Eray,,Fatih,41.00347,28.96828,Private room,344,2,1,2015-12-16,0.02,5,1
5843426,Old City Authentic Balcony Room,30337716,Eray,,Fatih,41.00438,28.96926,Entire home/apt,299,2,4,2020-11-06,0.06,5,2
5844750,Meydan Suites Deluxe Balcony,30337716,Eray,,Fatih,41.00428,28.9691,Entire home/apt,407,2,3,2017-01-07,0.04,5,363
5847579,"FOR A ENJOY, COMFORT AND EASY",30359020,Ömer,,Besiktas,41.04485,29.00451,Private room,318,1,0,,,1,365
5847965,Spacious New Highrise w/ Cityscape,30361863,Baris,,Uskudar,41.00129,29.06592,Entire home/apt,307,2,8,2019-08-22,0.12,1,0
5849291,For funny and enjoyable holidays,21580320,Derin,,Besiktas,41.04538,29.00368,Private room,100,1,0,,,1,365
5849499,Tulip 2 BDR Historic Apt @Galata,10613916,Mehmet,,Beyoglu,41.02579,28.97249,Entire home/apt,361,5,5,2019-01-22,0.07,9,1
5858552,Dublex 240 m2  Flat with city vew,30418061,Sebnem,,Beykoz,41.08547,29.09214,Entire home/apt,809,1,0,,,1,365
5861108,Pendik'te kuşbakışı oda,27553103,Mustafa,,Pendik,40.98445,29.34881,Private room,100,1,0,,,2,89
5865327,"Beautiful Flat in Downtown, Taksim",21594773,Deniz,,Sisli,41.04175,28.98167,Private room,409,3,45,2016-04-30,0.65,7,365
5867327,3+1 Cool Spacious Central in Fulya,16487438,Bulent,,Besiktas,41.0608,29.00111,Shared room,409,1,0,,,1,364
5875779,Red Apple Apartment - Apart No.6,30497610,Yasser,,Sisli,41.0448,28.98459,Entire home/apt,1413,1,0,,,1,364
5882205,2 single beds and private bathroom,9695575,Rasim,,Fatih,41.03223,28.94816,Private room,148,2,14,2019-08-25,0.32,8,0
5883037,Clean and cheap room,6166925,Halis Mert,,Maltepe,40.95468,29.10291,Private room,127,1,28,2020-11-03,0.41,2,258
5886352,* BEAUTIFUL DOUBLE ROOM B&B,21907588,Alihan,,Fatih,41.00316,28.97444,Hotel room,155,1,183,2020-03-16,2.71,67,364
5886646,* Walk 2 Blue Mosque & Hagia Sophia,21907588,Alihan,,Fatih,41.00315,28.97443,Hotel room,82,1,135,2020-11-16,1.96,67,361
5886776,* True spirit of Turkish hospitality ---,21907588,Alihan,,Fatih,41.00314,28.97438,Private room,125,1,108,2020-10-28,1.55,67,365
5888604,Şehir merkezi.,20429571,Duygu,,Sisli,41.06122,28.97816,Private room,1267,1,9,2017-01-28,0.13,1,0
5891517,apartments for rent,23585897,Ahmet,,Beyoglu,41.03644,28.98666,Private room,191,1,1,2015-05-04,0.01,1,0
5893561,Very Central Studio,2231981,Adar,,Beyoglu,41.02836,28.97974,Entire home/apt,273,3,4,2015-11-01,0.06,13,365
5895793,"Comfy, Central and Safe Area for 6",26684111,Müge & Nebi,,Beyoglu,41.03434,28.97257,Entire home/apt,214,2,193,2020-12-30,2.78,1,355
5900927,Mahmure acustic Lezzetler ile suits,30647983,Yalçın,,Beyoglu,41.02769,28.97329,Entire home/apt,967,1,0,,,1,365
5901227,Historical Apartment in GALATA Area,30649415,Mahmure'S,,Beyoglu,41.02758,28.97328,Entire home/apt,682,1,0,,,1,365
5906035,** Perfect vacation room in Downtown,21907588,Alihan,,Fatih,41.00277,28.97414,Hotel room,91,1,61,2020-10-30,0.91,67,365
5906208,** Super Room w/ Sea-view  in Old City Sultanahmet,21907588,Alihan,,Fatih,41.00279,28.97418,Hotel room,236,1,32,2020-08-16,0.46,67,0
5906616,** Sea View Room in The Old City,21907588,Alihan,,Fatih,41.00274,28.97417,Hotel room,178,1,6,2018-09-12,0.09,67,363
5906695,** Deniz Houses Hotel-Million thx for 1000review,21907588,Alihan,,Fatih,41.00264,28.97411,Hotel room,139,1,252,2020-12-16,3.81,67,359
5906895,Cozy Flat in the heart of Kadıköy,30680384,Gökçer,,Kadikoy,40.99002,29.02894,Shared room,100,1,0,,,1,0
5908045,*** Economy room 2 min walk blue mosque,21907588,Alihan,,Fatih,41.00345,28.97875,Hotel room,158,1,211,2020-11-14,3.18,67,365
5908453,*** Naz Wooden House Inn-Economy Room★Free Bfast,21907588,Alihan,,Fatih,41.00347,28.97876,Hotel room,195,1,36,2019-12-23,0.52,67,365
5908758,"*** Cozy Room with private bath,Sultanahmet",21907588,Alihan,,Fatih,41.00348,28.97876,Hotel room,226,1,16,2020-03-11,0.24,67,365
5908938,*** Super room with balcony in the old city,21907588,Alihan,,Fatih,41.00348,28.97876,Hotel room,363,1,9,2020-03-05,0.13,67,364
5912187,Spacious 3-bedroom flat available for 7-30 days,23800779,Serdar,,Kagithane,41.08944,28.98052,Entire home/apt,200,7,0,,,1,83
5915981,Temiz Sıfır Ev,30720478,Sinan,,Basaksehir,41.07839,28.67766,Private room,500,1,0,,,1,365
5916949,bakirkoy merkez,30727741,Ibrahim,,Bakirkoy,40.98174,28.87427,Private room,453,1,0,,,1,0
5922330,delightful house inthe most tranquil street ofmoda,30526462,Didem,,Kadikoy,40.98796,29.03093,Private room,218,2,2,2020-12-08,0.13,1,89
5922850,Cozy and Central Room in Istanbul,22915341,Semih,,Uskudar,41.02636,29.03787,Private room,91,3,10,2018-05-13,0.15,1,1
5924277,Meydan Suites Deluxe Quadruple,30337716,Eray,,Fatih,41.00424,28.96915,Private room,422,2,2,2018-02-11,0.06,5,363
5925830,100 year-old historic property,30770010,Peyman,,Beyoglu,41.03687,28.98102,Private room,545,1,0,,,1,365
5929797,Günlük 300 TL'ye Eşyalı Ev İstanbul,30787878,Ergun,,Sisli,41.05758,28.99617,Entire home/apt,298,30,0,,,1,1
5930732,lovely room in a cute flat,30792941,Lara,,Beyoglu,41.03745,28.97344,Private room,273,1,0,,,1,364
5932232,Urban Design flat at Taksim,30431295,Dogan,,Beyoglu,41.03579,28.97745,Private room,364,1,0,,,3,365
5932270,Stylish & Art design flat at Taksim,30431295,Dogan,,Beyoglu,41.03541,28.97425,Private room,364,1,5,2015-07-13,0.07,3,364
5944000,cozy flat with terrace,26747463,Ali,,Fatih,41.0032,28.97033,Entire home/apt,363,1,73,2020-10-05,1.05,3,365
5944398,Taksim Meydana 5 Dakikka,26307698,Alim,,Sisli,41.04131,28.98179,Private room,258,1,0,,,1,0
5944929,cosy flat in Balat for 1 - 4 people,30860961,Leyla,,Fatih,41.0311,28.94389,Entire home/apt,409,180,27,2016-05-29,0.39,1,364
5946049,Stylish & Art design flat at Taksim,30431295,Dogan,,Beyoglu,41.03534,28.9745,Entire home/apt,636,1,5,2015-06-01,0.07,3,365
5955123,fancy room on historical peninsula,30849513,Dilşat,,Fatih,41.00662,28.92727,Private room,272,1,0,,,1,0
5958131,In the heart of the city,7566664,Giselle,,Beyoglu,41.03397,28.98873,Entire home/apt,254,2,7,2018-08-23,0.15,1,174
5958417,great location and super functional,30930649,Aysegul,,Beyoglu,41.03301,28.98488,Entire home/apt,516,2,0,,,1,0
5964069,COSY ROOM IN A CUTE APARTMENT,30960248,Gulden,,Eyup,41.05157,28.92365,Private room,667,1,1,2016-02-21,0.02,1,365
5974901,a nice place near to taksim square,31016702,Safari,,Beyoglu,41.03699,28.97736,Private room,372,2,0,,,2,365
5979034,Neighboring Galata Tower 4+2 guest,31040266,Hakan,,Beyoglu,41.02441,28.97373,Entire home/apt,1105,3,0,,,1,0
5981864,DELUXE STUDIO COZY HOME IN TAXIM,25599170,Verda,,Beyoglu,41.03595,28.97511,Entire home/apt,285,7,44,2020-02-01,0.66,5,0
5982218,PREMIUM STUDIO COZY HOME IN TAXIM,25599170,Verda,,Beyoglu,41.0369,28.97518,Entire home/apt,218,7,47,2020-03-18,0.68,5,365
5997128,Unique Flat with a Bosphorus View in Galata,31135209,Cagri,,Beyoglu,41.02415,28.97577,Entire home/apt,372,3,66,2019-12-17,0.95,2,307
5998375,Cozy room 5 min walking from Taksim,21924871,Alina,,Sisli,41.0446,28.9848,Private room,182,1,0,,,1,364
6000118,"4 Yatak Odalı,İstanbulun kalbi,Şık",31148682,Semra,,Sisli,41.06223,28.98605,Entire home/apt,2262,1,0,,,3,0
6000508,"İstanbul'un kalbinde,Modern",31148682,Semra,,Sisli,41.06302,28.98535,Entire home/apt,863,1,0,,,3,1
6000679,"Modern,Şık,Konforlu,Merkezi,Huzurlu",31148682,Semra,,Sisli,41.06163,28.98716,Entire home/apt,628,1,0,,,3,365
6009785,*** Amazing Room in Old City,21907588,Alihan,,Fatih,41.00347,28.97875,Hotel room,182,1,197,2020-02-15,2.93,67,365
6021385,located in the heart of istanbul :),11391128,Fettah,,Fatih,41.00469,28.97363,Private room,167,1,0,,,1,0
6022238,with balcony(amazing bosphorus view,31261199,Fadıl,,Besiktas,41.04778,29.00766,Private room,350,2,5,2015-12-03,0.07,1,0
6026080,Istanbulun Merkezinde 1+1 Daire,8645372,Pelin Ipek,,Kagithane,41.08386,28.98043,Entire home/apt,769,1,0,,,1,0
6027660,"",31284806,Ahmet Soner,,Beyoglu,41.02539,28.97681,Entire home/apt,1091,1,0,,,1,365
6034192,Two Bedroom Apartment w. Garden in Galata (A1),6735146,Noa Luxury Apartments,,Beyoglu,41.02527,28.97481,Entire home/apt,653,3,35,2020-11-12,0.52,19,315
6034454,modern apartment,31016702,Safari,,Beyoglu,41.03601,28.97708,Private room,556,2,0,,,2,365
6047792,Istanbul insolite for big familly,4056757,M.Hakan,,Fatih,41.01557,28.94667,Entire home/apt,7437,3,0,,,7,0
6051605,Galata Chique,31403169,Murat,,Beyoglu,41.02728,28.97576,Entire home/apt,604,2,49,2020-11-16,0.74,1,176
6052071,Gorgeous Apartment by Galata Tower,14214082,Monica,,Beyoglu,41.02634,28.97362,Entire home/apt,359,2,156,2020-12-19,2.26,11,361
6053393,"Sultanahmet,Best Location!",2231981,Adar,,Fatih,41.0044,28.98023,Private room,900,3,52,2019-07-20,1.21,13,365
6057404,PRIVATE ROOM FROM AN ACTOR,31438257,Ahmet,,Kadikoy,40.98221,29.02558,Private room,372,1,0,,,1,365
6058068,"Chic  Apartment, Galata Tower 5",14214082,Monica,,Beyoglu,41.02636,28.97359,Entire home/apt,469,2,78,2020-10-31,1.13,11,358
6060168,"Right in Downtown,Şehrin Merkezinde",31453771,Cem,,Sisli,41.05815,28.99144,Entire home/apt,744,1,0,,,1,365
6060439,"Private terrace, charm & views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02565,28.97245,Entire home/apt,738,2,195,2020-12-22,2.83,13,356
6068649,Retro Apart in city center near Galata Tower,27513196,Alpay,,Beyoglu,41.02671,28.97522,Entire home/apt,1137,4,16,2020-03-16,0.24,1,364
6070246,"Cozy room, besiktas, istanbul",31508041,Serhat,,Besiktas,41.04773,28.99936,Private room,69,1,3,2018-09-19,0.05,1,0
6071981,"Flat at Teşvikiye, İstanbul",31518221,Aysel,,Besiktas,41.04831,28.99889,Entire home/apt,2274,7,0,,,1,363
6079886,* True spirit of Turkish hospitality----,21907588,Alihan,,Fatih,41.00316,28.97436,Hotel room,108,1,54,2019-09-18,0.79,67,364
6080901,* SUPER ROOM - SUPER LOCATION,21907588,Alihan,,Fatih,41.00316,28.97436,Hotel room,132,1,215,2020-12-03,3.23,67,365
6081054,* Centrally Located Private Room,21907588,Alihan,,Fatih,41.00316,28.97435,Hotel room,96,1,51,2020-10-11,0.74,67,364
6084209,Galata historicl 2 bdrm 2 bath flat,213410,Evrim,,Beyoglu,41.02697,28.97408,Hotel room,439,1,8,2019-09-23,0.12,8,0
6084349,Very central double room,16214069,Tuğçe,,Besiktas,41.04731,29.00061,Shared room,91,1,1,2016-10-02,0.02,1,334
6084616,Charming & Spacy & Central-All4U,7143327,Deniz,,Besiktas,41.06416,29.02273,Entire home/apt,1423,1,5,2018-07-17,0.08,1,365
6085337,A room in Şişli...,31582457,Mişel,,Sisli,41.0642,28.98559,Private room,182,1,0,,,2,365
